country,year,sex,age,suicides_no,population,suicides/100k pop,gdp_per_capita ($),generation,cambio_pib_per_capita
Qatar,2006,female,15-24 years,2.0,54988,3.64,64762.0,Millenials,64511.0
Qatar,2006,male,25-34 years,7.0,200436,3.49,64762.0,Generation X,64511.0
Qatar,2006,male,55-74 years,1.0,33952,2.95,64762.0,Silent,64511.0
Qatar,2006,female,25-34 years,2.0,68246,2.93,64762.0,Generation X,64511.0
Qatar,2006,male,15-24 years,2.0,120029,1.67,64762.0,Millenials,64511.0
Qatar,2006,female,35-54 years,1.0,77166,1.3,64762.0,Boomers,64511.0
Qatar,2006,female,5-14 years,0.0,57408,0.0,64762.0,Millenials,64511.0
Qatar,2006,female,55-74 years,0.0,10910,0.0,64762.0,Silent,64511.0
Qatar,2006,female,75+ years,0.0,1413,0.0,64762.0,Silent,64511.0
Qatar,2006,male,5-14 years,0.0,61177,0.0,64762.0,Millenials,64511.0
Qatar,2007,male,55-74 years,3.0,36856,8.14,71460.0,Silent,71209.0
Qatar,2007,male,25-34 years,13.0,259649,5.01,71460.0,Generation X,71209.0
Qatar,2007,male,35-54 years,14.0,301723,4.64,71460.0,Boomers,71209.0
Qatar,2007,male,15-24 years,6.0,158535,3.78,71460.0,Millenials,71209.0
Qatar,2007,female,25-34 years,2.0,76736,2.61,71460.0,Generation X,71209.0
Qatar,2007,male,5-14 years,1.0,61319,1.63,71460.0,Generation Z,71209.0
Qatar,2007,female,15-24 years,1.0,61878,1.62,71460.0,Millenials,71209.0
Qatar,2007,female,35-54 years,1.0,84797,1.18,71460.0,Boomers,71209.0
Qatar,2007,female,5-14 years,0.0,58979,0.0,71460.0,Generation Z,71209.0
Qatar,2007,female,55-74 years,0.0,11898,0.0,71460.0,Silent,71209.0
Qatar,2007,female,75+ years,0.0,1485,0.0,71460.0,Silent,71209.0
Qatar,2007,male,75+ years,0.0,1624,0.0,71460.0,Silent,71209.0
Qatar,2008,male,35-54 years,17.0,367149,4.63,87961.0,Boomers,87710.0
Qatar,2008,male,25-34 years,12.0,328478,3.65,87961.0,Generation X,87710.0
Qatar,2008,male,55-74 years,1.0,40788,2.45,87961.0,Silent,87710.0
Qatar,2008,female,25-34 years,2.0,87644,2.28,87961.0,Generation X,87710.0
Qatar,2008,male,15-24 years,1.0,184417,0.54,87961.0,Millenials,87710.0
Qatar,2008,female,15-24 years,0.0,66159,0.0,87961.0,Millenials,87710.0
Qatar,2008,female,35-54 years,0.0,93854,0.0,87961.0,Boomers,87710.0
Qatar,2008,female,5-14 years,0.0,61710,0.0,87961.0,Generation Z,87710.0
Qatar,2008,female,55-74 years,0.0,13126,0.0,87961.0,Silent,87710.0
Qatar,2008,female,75+ years,0.0,1569,0.0,87961.0,Silent,87710.0
Qatar,2008,male,5-14 years,0.0,63880,0.0,87961.0,Generation Z,87710.0
Qatar,2008,male,75+ years,0.0,1691,0.0,87961.0,Silent,87710.0
Qatar,2009,male,55-74 years,2.0,45092,4.44,64911.0,Silent,64660.0
Qatar,2009,male,15-24 years,8.0,194348,4.12,64911.0,Millenials,64660.0
Qatar,2009,male,25-34 years,16.0,399923,4.0,64911.0,Generation X,64660.0
Qatar,2009,male,35-54 years,15.0,442932,3.39,64911.0,Boomers,64660.0
Qatar,2009,female,15-24 years,2.0,67911,2.95,64911.0,Millenials,64660.0
Qatar,2009,female,25-34 years,1.0,100429,1.0,64911.0,Generation X,64660.0
Qatar,2009,female,35-54 years,0.0,104199,0.0,64911.0,Boomers,64660.0
Qatar,2009,female,5-14 years,0.0,65535,0.0,64911.0,Generation Z,64660.0
Qatar,2009,female,55-74 years,0.0,14648,0.0,64911.0,Silent,64660.0
Qatar,2009,female,75+ years,0.0,1681,0.0,64911.0,Silent,64660.0
Qatar,2009,male,5-14 years,0.0,68172,0.0,64911.0,Generation Z,64660.0
Qatar,2009,male,75+ years,0.0,1779,0.0,64911.0,Silent,64660.0
Qatar,2010,male,25-34 years,20.0,466496,4.29,74055.0,Generation X,73804.0
Qatar,2010,male,15-24 years,8.0,189517,4.22,74055.0,Millenials,73804.0
Qatar,2010,male,35-54 years,18.0,523563,3.44,74055.0,Generation X,73804.0
Qatar,2010,female,25-34 years,1.0,113923,0.88,74055.0,Generation X,73804.0
Qatar,2010,female,15-24 years,0.0,67779,0.0,74055.0,Millenials,73804.0
Qatar,2010,female,35-54 years,0.0,115895,0.0,74055.0,Generation X,73804.0
Qatar,2010,female,5-14 years,0.0,70137,0.0,74055.0,Generation Z,73804.0
Qatar,2010,female,55-74 years,0.0,16476,0.0,74055.0,Silent,73804.0
Qatar,2010,female,75+ years,0.0,1858,0.0,74055.0,Silent,73804.0
Qatar,2010,male,5-14 years,0.0,72634,0.0,74055.0,Generation Z,73804.0
Qatar,2010,male,55-74 years,0.0,49265,0.0,74055.0,Silent,73804.0
Qatar,2010,male,75+ years,0.0,2049,0.0,74055.0,Silent,73804.0
Qatar,2011,male,15-24 years,9.0,232554,3.87,90490.0,Millenials,90239.0
Qatar,2011,male,55-74 years,2.0,56963,3.51,90490.0,Boomers,90239.0
Qatar,2011,male,35-54 years,19.0,558761,3.4,90490.0,Generation X,90239.0
Qatar,2011,male,25-34 years,15.0,499529,3.0,90490.0,Millenials,90239.0
Qatar,2011,female,15-24 years,2.0,75069,2.66,90490.0,Millenials,90239.0
Qatar,2011,female,35-54 years,2.0,124729,1.6,90490.0,Generation X,90239.0
Qatar,2011,female,25-34 years,1.0,122957,0.81,90490.0,Millenials,90239.0
Qatar,2011,female,5-14 years,0.0,76170,0.0,90490.0,Generation Z,90239.0
Qatar,2011,female,55-74 years,0.0,18211,0.0,90490.0,Boomers,90239.0
Qatar,2011,female,75+ years,0.0,2064,0.0,90490.0,Silent,90239.0
Qatar,2011,male,5-14 years,0.0,84348,0.0,90490.0,Generation Z,90239.0
Qatar,2011,male,75+ years,0.0,2726,0.0,90490.0,Silent,90239.0
Qatar,2012,male,25-34 years,16.0,537337,2.98,93270.0,Millenials,93019.0
Qatar,2012,female,35-54 years,4.0,134674,2.97,93270.0,Generation X,93019.0
Qatar,2012,male,15-24 years,7.0,266285,2.63,93270.0,Millenials,93019.0
Qatar,2012,male,35-54 years,14.0,586307,2.39,93270.0,Generation X,93019.0
Qatar,2012,male,55-74 years,1.0,64600,1.55,93270.0,Boomers,93019.0
Qatar,2012,female,25-34 years,1.0,133051,0.75,93270.0,Millenials,93019.0
Qatar,2012,female,15-24 years,0.0,80919,0.0,93270.0,Millenials,93019.0
Qatar,2012,female,5-14 years,0.0,82707,0.0,93270.0,Generation Z,93019.0
Qatar,2012,female,55-74 years,0.0,19868,0.0,93270.0,Boomers,93019.0
Qatar,2012,female,75+ years,0.0,2314,0.0,93270.0,Silent,93019.0
Qatar,2012,male,5-14 years,0.0,91507,0.0,93270.0,Generation Z,93019.0
Qatar,2012,male,75+ years,0.0,3580,0.0,93270.0,Silent,93019.0
Qatar,2013,male,15-24 years,8.0,284327,2.81,93066.0,Millenials,92815.0
Qatar,2013,male,25-34 years,15.0,580440,2.58,93066.0,Millenials,92815.0
Qatar,2013,male,35-54 years,13.0,608776,2.14,93066.0,Generation X,92815.0
Qatar,2013,female,25-34 years,1.0,143703,0.7,93066.0,Millenials,92815.0
Qatar,2013,female,15-24 years,0.0,84449,0.0,93066.0,Millenials,92815.0
Qatar,2013,female,35-54 years,0.0,145530,0.0,93066.0,Generation X,92815.0
Qatar,2013,female,5-14 years,0.0,89888,0.0,93066.0,Generation Z,92815.0
Qatar,2013,female,55-74 years,0.0,21311,0.0,93066.0,Boomers,92815.0
Qatar,2013,female,75+ years,0.0,2575,0.0,93066.0,Silent,92815.0
Qatar,2013,male,5-14 years,0.0,97682,0.0,93066.0,Generation Z,92815.0
Qatar,2013,male,55-74 years,0.0,72220,0.0,93066.0,Boomers,92815.0
Qatar,2013,male,75+ years,0.0,4448,0.0,93066.0,Silent,92815.0
Qatar,2014,female,55-74 years,1.0,22469,4.45,91587.0,Boomers,91336.0
Qatar,2014,male,15-24 years,12.0,286756,4.18,91587.0,Millenials,91336.0
Qatar,2014,male,35-54 years,23.0,629627,3.65,91587.0,Generation X,91336.0
Qatar,2014,male,55-74 years,2.0,80029,2.5,91587.0,Boomers,91336.0
Qatar,2014,male,25-34 years,15.0,626535,2.39,91587.0,Millenials,91336.0
Qatar,2014,female,15-24 years,1.0,85593,1.17,91587.0,Millenials,91336.0
Qatar,2014,female,25-34 years,1.0,153842,0.65,91587.0,Millenials,91336.0
Qatar,2014,female,35-54 years,0.0,157182,0.0,91587.0,Generation X,91336.0
Qatar,2014,female,5-14 years,0.0,97388,0.0,91587.0,Generation Z,91336.0
Qatar,2014,female,75+ years,0.0,2802,0.0,91587.0,Silent,91336.0
Qatar,2014,male,5-14 years,0.0,104323,0.0,91587.0,Generation Z,91336.0
Qatar,2014,male,75+ years,0.0,5136,0.0,91587.0,Silent,91336.0
Qatar,2015,male,15-24 years,13.0,277494,4.68,69937.0,Millenials,69686.0
Qatar,2015,male,35-54 years,23.0,651297,3.53,69937.0,Generation X,69686.0
Qatar,2015,male,25-34 years,20.0,672458,2.97,69937.0,Millenials,69686.0
Qatar,2015,female,35-54 years,5.0,169638,2.95,69937.0,Generation X,69686.0
Qatar,2015,female,15-24 years,2.0,85120,2.35,69937.0,Millenials,69686.0
Qatar,2015,female,25-34 years,2.0,162310,1.23,69937.0,Millenials,69686.0
Qatar,2015,male,55-74 years,1.0,88140,1.13,69937.0,Boomers,69686.0
Qatar,2015,female,5-14 years,0.0,104727,0.0,69937.0,Generation Z,69686.0
Qatar,2015,female,55-74 years,0.0,23389,0.0,69937.0,Boomers,69686.0
Qatar,2015,female,75+ years,0.0,2996,0.0,69937.0,Silent,69686.0
Qatar,2015,male,5-14 years,0.0,110987,0.0,69937.0,Generation Z,69686.0
Qatar,2015,male,75+ years,0.0,5591,0.0,69937.0,Silent,69686.0
Qatar,2016,male,15-24 years,13.0,293525,4.43,62484.0,Millenials,62233.0
Qatar,2016,male,35-54 years,27.0,675747,4.0,62484.0,Generation X,62233.0
Qatar,2016,male,25-34 years,21.0,676108,3.11,62484.0,Millenials,62233.0
Qatar,2016,male,55-74 years,2.0,99266,2.01,62484.0,Boomers,62233.0
Qatar,2016,female,35-54 years,3.0,179374,1.67,62484.0,Generation X,62233.0
Qatar,2016,female,25-34 years,2.0,164901,1.21,62484.0,Millenials,62233.0
Qatar,2016,female,15-24 years,0.0,88675,0.0,62484.0,Millenials,62233.0
Qatar,2016,female,55-74 years,0.0,26182,0.0,62484.0,Boomers,62233.0
Qatar,2016,female,75+ years,0.0,3250,0.0,62484.0,Silent,62233.0
Qatar,2016,male,75+ years,0.0,6093,0.0,62484.0,Silent,62233.0
San Marino,1999,male,55-74 years,1.0,2542,39.34,48255.0,Silent,48004.0
San Marino,1999,male,35-54 years,1.0,3998,25.01,48255.0,Boomers,48004.0
San Marino,1999,female,15-24 years,0.0,1453,0.0,48255.0,Generation X,48004.0
San Marino,1999,female,25-34 years,0.0,2329,0.0,48255.0,Generation X,48004.0
San Marino,1999,female,35-54 years,0.0,4051,0.0,48255.0,Boomers,48004.0
San Marino,1999,female,5-14 years,0.0,1227,0.0,48255.0,Millenials,48004.0
San Marino,1999,female,55-74 years,0.0,2738,0.0,48255.0,Silent,48004.0
San Marino,1999,female,75+ years,0.0,1147,0.0,48255.0,G.I. Generation,48004.0
San Marino,1999,male,15-24 years,0.0,1539,0.0,48255.0,Generation X,48004.0
San Marino,1999,male,25-34 years,0.0,2138,0.0,48255.0,Generation X,48004.0
San Marino,1999,male,5-14 years,0.0,1309,0.0,48255.0,Millenials,48004.0
San Marino,1999,male,75+ years,0.0,721,0.0,48255.0,G.I. Generation,48004.0
San Marino,2000,male,25-34 years,1.0,2116,47.26,43435.0,Generation X,43184.0
San Marino,2000,female,15-24 years,0.0,1435,0.0,43435.0,Generation X,43184.0
San Marino,2000,female,25-34 years,0.0,2238,0.0,43435.0,Generation X,43184.0
San Marino,2000,female,35-54 years,0.0,4192,0.0,43435.0,Boomers,43184.0
San Marino,2000,female,5-14 years,0.0,1225,0.0,43435.0,Millenials,43184.0
San Marino,2000,female,55-74 years,0.0,2776,0.0,43435.0,Silent,43184.0
San Marino,2000,female,75+ years,0.0,1194,0.0,43435.0,G.I. Generation,43184.0
San Marino,2000,male,15-24 years,0.0,1412,0.0,43435.0,Generation X,43184.0
San Marino,2000,male,35-54 years,0.0,4117,0.0,43435.0,Boomers,43184.0
San Marino,2000,male,5-14 years,0.0,1321,0.0,43435.0,Millenials,43184.0
San Marino,2000,male,55-74 years,0.0,2590,0.0,43435.0,Silent,43184.0
San Marino,2000,male,75+ years,0.0,753,0.0,43435.0,G.I. Generation,43184.0
San Marino,2005,male,55-74 years,1.0,2940,34.01,69301.0,Silent,69050.0
San Marino,2005,female,15-24 years,0.0,1325,0.0,69301.0,Millenials,69050.0
San Marino,2005,female,25-34 years,0.0,2339,0.0,69301.0,Generation X,69050.0
San Marino,2005,female,35-54 years,0.0,4856,0.0,69301.0,Boomers,69050.0
San Marino,2005,female,5-14 years,0.0,1414,0.0,69301.0,Millenials,69050.0
San Marino,2005,female,55-74 years,0.0,3105,0.0,69301.0,Silent,69050.0
San Marino,2005,female,75+ years,0.0,1423,0.0,69301.0,Silent,69050.0
San Marino,2005,male,15-24 years,0.0,1440,0.0,69301.0,Millenials,69050.0
San Marino,2005,male,25-34 years,0.0,2176,0.0,69301.0,Generation X,69050.0
San Marino,2005,male,35-54 years,0.0,4793,0.0,69301.0,Boomers,69050.0
San Marino,2005,male,5-14 years,0.0,1545,0.0,69301.0,Millenials,69050.0
San Marino,2005,male,75+ years,0.0,908,0.0,69301.0,Silent,69050.0
Singapore,1985,male,75+ years,23.0,15900,144.65,8142.0,G.I. Generation,7891.0
Singapore,1985,female,75+ years,19.0,24500,77.55,8142.0,G.I. Generation,7891.0
Singapore,1985,male,55-74 years,39.0,122400,31.86,8142.0,G.I. Generation,7891.0
Singapore,1985,female,55-74 years,25.0,125100,19.98,8142.0,G.I. Generation,7891.0
Singapore,1985,male,25-34 years,52.0,280500,18.54,8142.0,Boomers,7891.0
Singapore,1985,male,35-54 years,49.0,292500,16.75,8142.0,Silent,7891.0
Singapore,1985,female,25-34 years,35.0,266700,13.12,8142.0,Boomers,7891.0
Singapore,1985,male,15-24 years,27.0,268000,10.07,8142.0,Generation X,7891.0
Singapore,1985,female,15-24 years,25.0,253400,9.87,8142.0,Generation X,7891.0
Singapore,1985,female,35-54 years,27.0,285200,9.47,8142.0,Silent,7891.0
Singapore,1985,female,5-14 years,3.0,200400,1.5,8142.0,Generation X,7891.0
Singapore,1985,male,5-14 years,0.0,215900,0.0,8142.0,Generation X,7891.0
Singapore,1986,female,75+ years,30.0,26000,115.38,7805.0,G.I. Generation,7554.0
Singapore,1986,male,75+ years,14.0,17200,81.4,7805.0,G.I. Generation,7554.0
Singapore,1986,male,55-74 years,44.0,125800,34.98,7805.0,G.I. Generation,7554.0
Singapore,1986,male,35-54 years,54.0,304500,17.73,7805.0,Silent,7554.0
Singapore,1986,male,25-34 years,46.0,288100,15.97,7805.0,Boomers,7554.0
Singapore,1986,female,55-74 years,20.0,128500,15.56,7805.0,G.I. Generation,7554.0
Singapore,1986,female,25-34 years,35.0,273000,12.82,7805.0,Boomers,7554.0
Singapore,1986,male,15-24 years,31.0,260000,11.92,7805.0,Generation X,7554.0
Singapore,1986,female,35-54 years,34.0,297800,11.42,7805.0,Silent,7554.0
Singapore,1986,female,15-24 years,16.0,246400,6.49,7805.0,Generation X,7554.0
Singapore,1986,male,5-14 years,2.0,213700,0.94,7805.0,Generation X,7554.0
Singapore,1986,female,5-14 years,0.0,198300,0.0,7805.0,Generation X,7554.0
Singapore,1987,male,75+ years,17.0,18300,92.9,8679.0,G.I. Generation,8428.0
Singapore,1987,female,75+ years,16.0,27700,57.76,8679.0,G.I. Generation,8428.0
Singapore,1987,male,55-74 years,42.0,128900,32.58,8679.0,G.I. Generation,8428.0
Singapore,1987,female,55-74 years,29.0,132300,21.92,8679.0,G.I. Generation,8428.0
Singapore,1987,male,25-34 years,48.0,293500,16.35,8679.0,Boomers,8428.0
Singapore,1987,male,35-54 years,43.0,318100,13.52,8679.0,Silent,8428.0
Singapore,1987,female,25-34 years,36.0,277400,12.98,8679.0,Boomers,8428.0
Singapore,1987,female,35-54 years,33.0,311000,10.61,8679.0,Silent,8428.0
Singapore,1987,male,15-24 years,21.0,253600,8.28,8679.0,Generation X,8428.0
Singapore,1987,female,15-24 years,16.0,240100,6.66,8679.0,Generation X,8428.0
Singapore,1987,female,5-14 years,0.0,195600,0.0,8679.0,Generation X,8428.0
Singapore,1987,male,5-14 years,0.0,211300,0.0,8679.0,Generation X,8428.0
Singapore,1988,male,75+ years,30.0,21600,138.89,10586.0,G.I. Generation,10335.0
Singapore,1988,female,75+ years,27.0,31800,84.91,10586.0,G.I. Generation,10335.0
Singapore,1988,male,55-74 years,43.0,131400,32.72,10586.0,G.I. Generation,10335.0
Singapore,1988,male,35-54 years,63.0,319100,19.74,10586.0,Silent,10335.0
Singapore,1988,male,25-34 years,52.0,288000,18.06,10586.0,Boomers,10335.0
Singapore,1988,female,55-74 years,23.0,136200,16.89,10586.0,G.I. Generation,10335.0
Singapore,1988,male,15-24 years,31.0,241600,12.83,10586.0,Generation X,10335.0
Singapore,1988,female,25-34 years,33.0,277100,11.91,10586.0,Boomers,10335.0
Singapore,1988,female,15-24 years,25.0,229800,10.88,10586.0,Generation X,10335.0
Singapore,1988,female,35-54 years,34.0,314300,10.82,10586.0,Silent,10335.0
Singapore,1988,female,5-14 years,4.0,193900,2.06,10586.0,Generation X,10335.0
Singapore,1988,male,5-14 years,1.0,208600,0.48,10586.0,Generation X,10335.0
Singapore,1989,male,75+ years,25.0,22800,109.65,12514.0,G.I. Generation,12263.0
Singapore,1989,female,75+ years,33.0,33500,98.51,12514.0,G.I. Generation,12263.0
Singapore,1989,male,55-74 years,41.0,135300,30.3,12514.0,G.I. Generation,12263.0
Singapore,1989,female,55-74 years,33.0,141000,23.4,12514.0,G.I. Generation,12263.0
Singapore,1989,male,35-54 years,65.0,336500,19.32,12514.0,Silent,12263.0
Singapore,1989,male,25-34 years,50.0,290700,17.2,12514.0,Boomers,12263.0
Singapore,1989,female,15-24 years,35.0,224700,15.58,12514.0,Generation X,12263.0
Singapore,1989,female,25-34 years,38.0,280700,13.54,12514.0,Boomers,12263.0
Singapore,1989,male,15-24 years,32.0,236800,13.51,12514.0,Generation X,12263.0
Singapore,1989,female,35-54 years,40.0,329800,12.13,12514.0,Silent,12263.0
Singapore,1989,male,5-14 years,2.0,207000,0.97,12514.0,Generation X,12263.0
Singapore,1989,female,5-14 years,0.0,192300,0.0,12514.0,Generation X,12263.0
Singapore,1990,male,75+ years,19.0,24100,78.84,14393.0,G.I. Generation,14142.0
Singapore,1990,female,75+ years,23.0,35400,64.97,14393.0,G.I. Generation,14142.0
Singapore,1990,male,55-74 years,39.0,140900,27.68,14393.0,G.I. Generation,14142.0
Singapore,1990,female,55-74 years,27.0,147100,18.35,14393.0,G.I. Generation,14142.0
Singapore,1990,male,35-54 years,63.0,359200,17.54,14393.0,Silent,14142.0
Singapore,1990,male,25-34 years,47.0,299900,15.67,14393.0,Boomers,14142.0
Singapore,1990,female,25-34 years,43.0,289400,14.86,14393.0,Boomers,14142.0
Singapore,1990,male,15-24 years,31.0,236800,13.09,14393.0,Generation X,14142.0
Singapore,1990,female,35-54 years,42.0,349400,12.02,14393.0,Silent,14142.0
Singapore,1990,female,15-24 years,17.0,225500,7.54,14393.0,Generation X,14142.0
Singapore,1990,male,5-14 years,2.0,209400,0.96,14393.0,Generation X,14142.0
Singapore,1990,female,5-14 years,1.0,194700,0.51,14393.0,Generation X,14142.0
Singapore,1991,male,75+ years,16.0,25000,64.0,17768.0,G.I. Generation,17517.0
Singapore,1991,female,75+ years,21.0,36700,57.22,17768.0,G.I. Generation,17517.0
Singapore,1991,male,55-74 years,38.0,144300,26.33,17768.0,Silent,17517.0
Singapore,1991,female,55-74 years,25.0,150800,16.58,17768.0,Silent,17517.0
Singapore,1991,male,25-34 years,44.0,301200,14.61,17768.0,Boomers,17517.0
Singapore,1991,male,35-54 years,54.0,379500,14.23,17768.0,Boomers,17517.0
Singapore,1991,male,15-24 years,25.0,231300,10.81,17768.0,Generation X,17517.0
Singapore,1991,female,25-34 years,28.0,292600,9.57,17768.0,Boomers,17517.0
Singapore,1991,female,15-24 years,16.0,221500,7.22,17768.0,Generation X,17517.0
Singapore,1991,female,35-54 years,25.0,369500,6.77,17768.0,Boomers,17517.0
Singapore,1991,female,5-14 years,4.0,195900,2.04,17768.0,Millenials,17517.0
Singapore,1991,male,5-14 years,0.0,211000,0.0,17768.0,Millenials,17517.0
Singapore,1992,male,75+ years,15.0,26000,57.69,20029.0,G.I. Generation,19778.0
Singapore,1992,female,75+ years,20.0,38200,52.36,20029.0,G.I. Generation,19778.0
Singapore,1992,male,55-74 years,26.0,147100,17.68,20029.0,Silent,19778.0
Singapore,1992,female,55-74 years,27.0,153300,17.61,20029.0,Silent,19778.0
Singapore,1992,male,25-34 years,43.0,299300,14.37,20029.0,Boomers,19778.0
Singapore,1992,male,35-54 years,53.0,400800,13.22,20029.0,Boomers,19778.0
Singapore,1992,female,25-34 years,28.0,293200,9.55,20029.0,Boomers,19778.0
Singapore,1992,male,15-24 years,21.0,228100,9.21,20029.0,Generation X,19778.0
Singapore,1992,female,35-54 years,32.0,391200,8.18,20029.0,Boomers,19778.0
Singapore,1992,female,15-24 years,9.0,220000,4.09,20029.0,Generation X,19778.0
Singapore,1992,male,5-14 years,2.0,211000,0.95,20029.0,Millenials,19778.0
Singapore,1992,female,5-14 years,1.0,195800,0.51,20029.0,Millenials,19778.0
Singapore,1993,male,75+ years,26.0,26800,97.01,22835.0,G.I. Generation,22584.0
Singapore,1993,female,75+ years,20.0,39500,50.63,22835.0,G.I. Generation,22584.0
Singapore,1993,male,55-74 years,31.0,151200,20.5,22835.0,Silent,22584.0
Singapore,1993,male,35-54 years,56.0,420500,13.32,22835.0,Boomers,22584.0
Singapore,1993,female,55-74 years,21.0,157900,13.3,22835.0,Silent,22584.0
Singapore,1993,male,25-34 years,36.0,296600,12.14,22835.0,Boomers,22584.0
Singapore,1993,male,15-24 years,19.0,224300,8.47,22835.0,Generation X,22584.0
Singapore,1993,female,35-54 years,28.0,411300,6.81,22835.0,Boomers,22584.0
Singapore,1993,female,25-34 years,19.0,292900,6.49,22835.0,Boomers,22584.0
Singapore,1993,female,15-24 years,13.0,217700,5.97,22835.0,Generation X,22584.0
